"Q","cat_name_1","cat_name_2","cat_name_3","cat_name_4","cat_name_5","total_search","sum_link","sum_linkCtg","LinkCtg","total_codefix_linkCtg","ConvRate"
"nylon","Industrial Materials","Non-Metal Materials","Resin Plates, Blocks (Engineered Plastics)","Material Plates, Blocks","MC Nylon",15,12,1,1,0,0.0666666666666667
"parallel key","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys","Machine Keys","Parallel Keys - Counterbore Hole",,15,7,8,6,9,0.4
"parallel key","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys","Machine Keys","Parallel Keys",,15,7,8,3,1,0.2
"peek","Industrial Materials","Non-Metal Materials","Resin Plates, Blocks (Engineered Plastics)","Material Plates, Blocks","PEEK",15,10,2,2,3,0.133333333333333
"roller bearings","Rotary Motion","Bearings","Roller Bearings",,,15,1,3,4,3,0.266666666666667
"shafting","Linear Motion","Linear Shafts",,,,15,11,3,2,0,0.133333333333333
"shafting","Rotary Motion","Rotary Shafts, Drive Shafts",,,,15,11,3,1,0,0.0666666666666667
"shock absorbers","Springs, Shock Absorbers","Shock Absorbers, Gas Springs",,,,15,21,1,1,0,0.0666666666666667
"stop pin","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Stop Pins",,,15,9,6,6,8,0.4
"stop pin","Guide Components","Stripper Guide Pins and Bushings","Components For Stripper Guide Pins & Bushings","Fixed-Type Stopper For High-Rigidity Stripper Guide Pins",,15,9,6,1,0,0.0666666666666667
"support","Linear Motion","Support Units",,,,15,3,6,3,0,0.2
"support","Linear Motion","Shaft Supports",,,,15,3,6,1,0,0.0666666666666667
"support","Leader Components, Components for Ejector Space","Leader Components","Support Pins",,,15,3,6,1,0,0.0666666666666667
"support","Leader Components, Components for Ejector Space","Components for Ejector Space","Support Pillars",,,15,3,6,1,0,0.0666666666666667
"1","Industrial Materials","Metal Materials","Material Plates, Blocks","Aluminum Plates","2017 Aluminum Alloy",14,0,1,1,0,0.0714285714285714
"angle brackets","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts","Angle Brackets",,,14,2,3,3,1,0.214285714285714
"ball plungers","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,14,17,5,4,5,0.285714285714286
"ball plungers","Components/Peripheral Components","Components for Guide Lifters","Plungers","Ball Plungers",,14,17,5,1,1,0.0714285714285714
"gas springs","Springs","Gas Springs",,,,14,17,6,3,0,0.214285714285714
"gas springs","Springs, Shock Absorbers","Shock Absorbers, Gas Springs",,,,14,17,6,2,0,0.142857142857143
"gas springs","Accessories, Others","Gas Springs",,,,14,17,6,1,0,0.0714285714285714
"grippers","Pneumatics, Hydraulics","Grippers",,,,14,16,2,2,0,0.142857142857143
"keyless bushing","Rotary Power Transmission","Keyless Bushing (Fastening Fittings)",,,,14,10,7,7,1,0.5
"pipe fitting","Pipe, Tubes, Hoses & Fittings",,,,,14,6,1,1,0,0.0714285714285714
"pipe fittings","Pipe, Tubes, Hoses & Fittings","Fittings for Copper, Steel and Stainless Steel Pipes",,,,14,1,10,5,0,0.357142857142857
"pipe fittings","Pipe, Tubes, Hoses & Fittings",,,,,14,1,10,4,0,0.285714285714286
"pipe fittings","Pneumatics, Hydraulics","Pneumatic Pipe Fittings",,,,14,1,10,1,0,0.0714285714285714
"pneumatic","Pneumatics, Hydraulics",,,,,14,3,4,2,0,0.142857142857143
"pneumatic","Pneumatics, Hydraulics","Pneumatic Pipe Fittings",,,,14,3,4,1,0,0.0714285714285714
"pneumatic","Pneumatics, Hydraulics","Cylinders, Rotary Actuators","Pneumatic Slide Cylinders",,,14,3,4,1,0,0.0714285714285714
"slide rail","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,14,15,6,7,3,0.5
"slide rail","Linear Motion","Slide Packs, V Guides, Linear Rails",,,,14,15,6,2,0,0.142857142857143
"tapered pin","Leader Components, Components for Ejector Space","Components for Positioning","Tapered Leader Pin Sets",,,14,9,2,1,1,0.0714285714285714
"tapered pin","Sleeves, Center Pins","Taperless Center Pins",,,,14,9,2,1,0,0.0714285714285714
"angle plates","Casters, Leveling Mounts, Posts, Cover Panels","Angle Plates, Gussets and Standoffs",,,,13,5,8,8,0,0.615384615384615
"bearing with housing","Rotary Motion","Bearings with Housings",,,,13,3,6,11,17,0.846153846153846
"cap screws","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,13,1,9,11,16,0.846153846153846
"cap screws","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,13,1,9,2,1,0.153846153846154
"chuck","Components for Molding","Adjustable Chuck Plates",,,,13,2,5,5,0,0.384615384615385
"die spring","Guide Components","Guide Posts and Bushings for Die Sets","Components For Guide Posts & Bushings For Die Sets","Springs For Ball Guide Bushings For Lower Die Sets",,13,2,4,4,1,0.307692307692308
"guides","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Guides",,,13,2,5,7,19,0.538461538461538
"heater","Heaters, Temperature Control","Heaters",,,,13,10,1,1,1,0.0769230769230769
"idler pulley","Conveyors & Material Handling","Flat Belts, Pulleys","Flat Belt Pulleys, Idlers",,,13,13,4,2,4,0.153846153846154
"idler pulley","Rotary Power Transmission","Timing Belts, Pulleys","Timing Pulleys, Idlers",,,13,13,4,2,0,0.153846153846154
"locate pin","Locating, Positioning, Jigs & Fixtures","Locating Pins, Bushings",,,,13,1,6,3,0,0.230769230769231
"locate pin","Components/Peripheral Components","Locating Components for Automobile Dies","Locating Pins",,,13,1,6,2,0,0.153846153846154
"locate pin","Components/Peripheral Components","Locating Components for Automobile Dies","Location Pins",,,13,1,6,1,1,0.0769230769230769
"oil free bushing","Linear Motion","Oil Free Bushings, Washers",,,,13,6,4,4,1,0.307692307692308
"resin washers","Linear Motion","Oil Free Bushings, Washers","Washers - Resin",,,13,32,2,2,1,0.153846153846154
"round belt","Rotary Power Transmission","Round Belts, Pulleys",,,,13,5,7,7,0,0.538461538461538
"seals","Pipe, Tubes, Hoses & Fittings","Seal Materials",,,,13,16,5,4,0,0.307692307692308
"seals","Doors, Cabinet Hardware","Latch Handles, Locks, Keys","Handle Type","For Sealable Type",,13,16,5,1,0,0.0769230769230769
"servo","Linear Motion","Actuators","Servo Motors/Drives",,,13,14,4,5,4,0.384615384615385
"socket","Cooling or Heating  Components","Couplers, Plugs, One-touch Joints","Sockets",,,13,0,3,2,0,0.153846153846154
"socket","Springs, Shock Absorbers","Springs","Posts for Tension Springs","With Hex Socket Type",,13,0,3,1,1,0.0769230769230769
"stopper block","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjustment Screws","Threaded Stopper Blocks",,13,6,8,7,14,0.538461538461538
"stopper block","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Stopper","Stopper Block",,13,6,8,3,4,0.230769230769231
"tension","Rotary Power Transmission","Tensioners",,,,13,3,8,5,0,0.384615384615385
"tension","Doors, Cabinet Hardware","Fasteners, Draw Latches","Stainless Steel - Spring Tension Type",,,13,3,8,1,0,0.0769230769230769
"tension","Springs, Shock Absorbers","Springs","Spring Related Components","Hooks for Tension Springs",,13,3,8,1,0,0.0769230769230769
"tension","Springs, Shock Absorbers","Springs","Tension Springs",,,13,3,8,1,0,0.0769230769230769
"timing","Rotary Power Transmission","Timing Belts, Pulleys",,,,13,5,3,3,0,0.230769230769231
"valve","Pneumatics, Hydraulics","Solenoid Valves",,,,13,5,13,4,0,0.307692307692308
"valve","Pipe, Tubes, Hoses & Fittings","Valves",,,,13,5,13,2,0,0.153846153846154
"valve","Pneumatics, Hydraulics","Filters, Regulators, Lubricators","Regulators, Pressure Boosting Valves",,,13,5,13,1,1,0.0769230769230769
"valve","Pneumatics, Hydraulics","Electromagnetic Valves",,,,13,5,13,1,0,0.0769230769230769
"valve","Ejector Pins","Air-jet Valves",,,,13,5,13,1,0,0.0769230769230769
"valve","Pneumatics, Hydraulics","Pneumatic Pipe Fittings","Valves",,,13,5,13,1,0,0.0769230769230769
"valve","Pneumatics, Hydraulics","Auxiliary Devices","High Speed Exhaust Valves, Shuttle Valves",,,13,5,13,1,0,0.0769230769230769
"valve","Pneumatics, Hydraulics","Auxiliary Devices","Check Valves",,,13,5,13,1,0,0.0769230769230769
"valve","Pipe, Tubes, Hoses & Fittings","Sanitary Pipes","Sanitary Valves",,,13,5,13,1,0,0.0769230769230769
"adjustment screw","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjustment Screws",,,12,15,4,4,0,0.333333333333333
"ball spline","Linear Motion","Spline Shaft","Ball Splines",,,12,14,1,1,1,0.0833333333333333
"die springs","Guide Components","Guide Posts and Bushings for Die Sets","Components For Guide Posts & Bushings For Die Sets","Springs For Ball Guide Bushings For Lower Die Sets",,12,2,1,1,0,0.0833333333333333
"flat head","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Hex Socket Flat Head Cap Screws",,12,1,3,3,0,0.25
"flat head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Hex Socket Flat Head Cap Screws",,12,9,2,2,0,0.166666666666667
"flat head screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Hex Socket Flat Head Cap Screws",,12,6,2,2,3,0.166666666666667
"flat spring","Springs, Shock Absorbers","Springs","Flat Springs, Battery Springs",,,12,12,4,3,0,0.25
"flat spring","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Springs, Hex Socket Head Cap Screws with Captured Flat Washers",,12,12,4,1,0,0.0833333333333333
"hexagon","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,12,2,3,3,10,0.25
"motors","Linear Motion","Actuators","Servo Motors/Drives",,,12,4,5,2,1,0.166666666666667
"motors","Linear Motion","Actuators","Stepper Motors/Drives",,,12,4,5,1,0,0.0833333333333333
"motors","Linear Motion","Actuators","Motors/Drives Accessaries",,,12,4,5,1,0,0.0833333333333333
"motors","Motors, Reducers, Clutch Brakes",,,,,12,4,5,1,0,0.0833333333333333
"retainer","Punches & Dies","Retainers",,,,12,5,3,3,0,0.25
"roller chain","Conveyors & Material Handling","Conveyer Chains, Sprockets","Conveyer Chains","Chains with Rollers",,12,14,2,2,0,0.166666666666667
"slider","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Sliders, Conveyors",,12,7,1,1,0,0.0833333333333333
"socket head","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,12,0,5,3,1,0.25
"socket head","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,12,0,5,2,1,0.166666666666667
"spring post","Springs, Shock Absorbers","Springs","Posts for Tension Springs",,,12,10,3,3,0,0.25
"stages","Locating, Positioning, Jigs & Fixtures","Manual Stages",,,,12,6,2,2,0,0.166666666666667
"steel plate","Industrial Materials","Metal Materials","Material Plates, Blocks","Steel Plates",,12,0,14,8,0,0.666666666666667
"steel plate","Undercut, Plates","Steel Plates",,,,12,0,14,5,4,0.416666666666667
"steel plate","Industrial Materials","Metal Materials","Material Plates, Blocks","Stainless Steel Plates",,12,0,14,1,0,0.0833333333333333
"stripper bolts","Components/Peripheral Components","Components","Stripper Bolts",,,12,12,3,2,1,0.166666666666667
"stripper bolts","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Strippers, Reamer Bolts",,12,12,3,1,0,0.0833333333333333
"timing belt pulley","Rotary Power Transmission","Timing Belts, Pulleys",,,,12,3,7,7,0,0.583333333333333
"u bolt","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","I-Bolts, U-Bolts for Plumbing",,12,0,7,7,1,0.583333333333333
"u joint","Pneumatics, Hydraulics","Cylinder Connecting Components","Knuckle Joints",,,12,0,4,4,0,0.333333333333333
"acrylic","Industrial Materials","Non-Metal Materials","Resin Covers (Transparent Resin)","Machined Products","Acrylic Cases",11,6,5,3,3,0.272727272727273
"acrylic","Industrial Materials","Non-Metal Materials","Resin Covers (Transparent Resin)","Material Covers","Acrylic",11,6,5,2,3,0.181818181818182
"acrylic","Industrial Materials","Non-Metal Materials","Resin Covers (Transparent Resin)","Material Covers","Acrylic Economy",11,6,5,1,1,0.0909090909090909
"clamping","Locating, Positioning, Jigs & Fixtures","Clamp",,,,11,4,6,2,0,0.181818181818182
"clamping","Pneumatics, Hydraulics","Cylinders, Rotary Actuators","Clamp Cylinders",,,11,4,6,1,0,0.0909090909090909
"clamping","Casters, Leveling Mounts, Posts, Cover Panels","Posts, Strut Clamps, Stands",,,,11,4,6,1,0,0.0909090909090909
"clamping","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Clamping Screws",,,11,4,6,1,0,0.0909090909090909
"clamping","Components/Peripheral Components","Components for Automobile Dies","Die Clamping And Adjustment Components",,,11,4,6,1,0,0.0909090909090909
"dowels","Components/Peripheral Components","Components","Dowel Pins",,,11,9,3,3,0,0.272727272727273
"guide post","Guide Components","Holder Guide Post Sets",,,,11,9,2,1,0,0.0909090909090909
"guide post","Guide Components","Guide Components","Guide Posts",,,11,9,2,1,0,0.0909090909090909
"hardware","Doors, Cabinet Hardware",,,,,11,0,1,1,0,0.0909090909090909
"indicator","Linear Motion","Lead Screws, Slide Screws","Digital Position Indicators",,,11,5,1,1,0,0.0909090909090909
"latches","Doors, Cabinet Hardware","Latch Handles, Locks, Keys",,,,11,3,2,2,0,0.181818181818182
"linear motion","Linear Motion","Linear Motion Units",,,,11,1,6,3,0,0.272727272727273
"linear motion","Linear Motion",,,,,11,1,6,2,0,0.181818181818182
"linear motion","Linear Motion","Other Linear Motion Related Components",,,,11,1,6,1,0,0.0909090909090909
"linear slides","Linear Motion","Slide Packs, V Guides, Linear Rails",,,,11,3,5,4,0,0.363636363636364
"linear slides","Linear Motion","Cross Roller","Linear Ball Slides",,,11,3,5,1,0,0.0909090909090909
"location pin","Components/Peripheral Components","Locating Components for Automobile Dies","Locating Pins",,,11,6,3,2,0,0.181818181818182
"location pin","Components/Peripheral Components","Locating Components for Automobile Dies","Location Pins",,,11,6,3,1,0,0.0909090909090909
"locator","Components/Peripheral Components","Inspection Jig Components","Locating Bars For Tapping Positions",,,11,3,2,1,0,0.0909090909090909
"locator","Locating, Positioning, Jigs & Fixtures",,,,,11,3,2,1,0,0.0909090909090909
"materials","Industrial Materials","Metal Materials",,,,11,1,9,4,0,0.363636363636364
"materials","Industrial Materials","Non-Metal Materials",,,,11,1,9,3,0,0.272727272727273
"materials","Industrial Materials",,,,,11,1,9,1,0,0.0909090909090909
"materials","Antivibration, Soundproofing Materials, Safety Products","Antistatic, Air Conditioning","Antistatic Materials",,,11,1,9,1,0,0.0909090909090909
"panel","Casters, Leveling Mounts, Posts, Cover Panels","Cover Panels, Top Panels",,,,11,1,4,2,0,0.181818181818182
"panel","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Panel Mounting Parts for Aluminum Extrusions",,,11,1,4,1,0,0.0909090909090909
"panel","Casters, Leveling Mounts, Posts, Cover Panels",,,,,11,1,4,1,0,0.0909090909090909
"reducer","Motors, Reducers, Clutch Brakes",,,,,11,5,2,2,0,0.181818181818182
"rod ends","Pneumatics, Hydraulics","Cylinder Connecting Components","Rod End Bearings, Spherical Bearings",,,11,9,2,2,0,0.181818181818182
"simplified adjustments","Locating, Positioning, Jigs & Fixtures","Simplified Adjustment Units",,,,11,5,1,1,0,0.0909090909090909
"sleeves","Sleeves, Center Pins",,,,,11,2,4,2,0,0.181818181818182
"sleeves","Core Pins","For Boss, Round Shank, Inlay Core Pins","Straight Core Sleeves",,,11,2,4,1,0,0.0909090909090909
"sleeves","Mold Opening Controllers","Parting Lock Sets","Resin Sleeve Type",,,11,2,4,1,0,0.0909090909090909
"solenoid","Pneumatics, Hydraulics","Solenoid Valves",,,,11,3,1,1,0,0.0909090909090909
"solenoid valve","Pneumatics, Hydraulics","Solenoid Valves",,,,11,8,2,2,0,0.181818181818182
"stepper motor","Linear Motion","Actuators","Stepper Motors/Drives",,,11,4,7,9,8,0.818181818181818
"strut clamp","Casters, Leveling Mounts, Posts, Cover Panels","Posts, Strut Clamps, Stands",,,,11,6,2,2,0,0.181818181818182
"suction cup","Pneumatics, Hydraulics","Suction Cups",,,,11,5,2,3,2,0.272727272727273
"thermocouple","Cooling or Heating  Components","Heating Items","Thermocouples",,,11,17,4,4,2,0.363636363636364
"threaded inserts","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Threaded Inserts",,11,1,5,3,0,0.272727272727273
"threaded inserts","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Insert","Threaded Inserts",,11,1,5,2,1,0.181818181818182
"up","Leader Components, Components for Ejector Space","Leader Components","Support Pin Collars",,,11,0,1,1,1,0.0909090909090909
"air nozzle","Pipe, Tubes, Hoses & Fittings","Nozzles","Air Nozzles",,,10,7,1,2,3,0.2
"ast","Conveyors & Material Handling","Plastic Chains",,,,10,5,1,1,0,0.1
"blocks","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Stopper","Stopper Block",,10,5,5,2,1,0.2
"blocks","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Locating Block Sets",,,10,5,5,2,2,0.2
"blocks","Industrial Materials","Metal Materials","Machined Plates, Machined Blocks",,,10,5,5,1,0,0.1
"blocks","Pipe, Tubes, Hoses & Fittings","Manifolds","Manifold Blocks",,,10,5,5,1,0,0.1
"conveyor rollers","Conveyors & Material Handling","Conveyors","Roller Conveyors",,,10,8,5,4,0,0.4
"conveyor rollers","Conveyors & Material Handling","Conveyors","Wheel Conveyors, Roller Carriers",,,10,8,5,1,1,0.1
"core pin","Core Pins",,,,,10,0,5,5,0,0.5
"cover screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Cover Screws",,10,0,6,7,5,0.7
"din rail","Sensors, Switches","Sensor Rails, DIN Rails",,,,10,7,4,4,2,0.4
"gauge","Pneumatics, Hydraulics","Pressure, Flow Rate Sensors","Pressure Gauge",,,10,0,4,2,0,0.2
"gauge","Components/Peripheral Components","Inspection Jig Components","Pin Gauges",,,10,0,4,1,0,0.1
"gauge","Components/Peripheral Components","Inspection Jig Components","Plug Gauges For Checking Fixtures",,,10,0,4,1,0,0.1
"hinge base","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,10,0,8,13,10,1.3
"lead screw nut","Linear Motion","Lead Screws, Slide Screws","Lead Screws, Nuts",,,10,11,3,6,10,0.6
"light","Inspection","Lamps for Inspection","Power Source, Light Source for Illumination",,,10,0,2,2,0,0.2
"machine key","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys",,,,10,6,2,2,0,0.2
"pipes","Pipe, Tubes, Hoses & Fittings",,,,,10,0,7,3,0,0.3
"pipes","Aluminum Extrusions, Pipe Frames","Pipe Frames",,,,10,0,7,2,0,0.2
"pipes","Adjusting, Fastening,  Magnets","Washers, Collars","Metal Collars","Pipe Collars (not Pipe Colors)",,10,0,7,2,0,0.2
"rubber bumpers","Springs, Shock Absorbers","Urethane, Rubber, Sponge, Felt","Rubber Bumpers",,,10,5,2,2,0,0.2
"sanitary","Pipe, Tubes, Hoses & Fittings","Sanitary Pipes",,,,10,8,1,1,0,0.1
"shim ring","Adjusting, Fastening,  Magnets","Shims","Shim Rings",,,10,8,2,2,4,0.2
"stepper","Linear Motion","Actuators","Stepper Motors/Drives",,,10,5,2,2,1,0.2
"stop block","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjustment Screws","Threaded Stopper Blocks",,10,9,3,3,0,0.3
"tools","Aluminum Extrusions, Pipe Frames","Pipe Frames","Accessories for Pipe Frames","Assembly Tools",,10,2,1,3,5,0.3
"adjust","Locating, Positioning, Jigs & Fixtures","Simplified Adjustment Units",,,,9,7,2,1,0,0.111111111111111
"adjust","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Height Adjusting Blocks for Welding Fixtures",,,9,7,2,1,0,0.111111111111111
"adjusting bolt","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjusting Bolts",,,9,1,5,9,14,1
"angles","Casters, Leveling Mounts, Posts, Cover Panels","Angle Plates, Gussets and Standoffs",,,,9,2,7,5,0,0.555555555555556
"angles","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts","Angle Brackets",,,9,2,7,1,0,0.111111111111111
"angles","Industrial Materials","Metal Materials","Angles, Structural Steels",,,9,2,7,1,0,0.111111111111111
"aw","Punches & Dies","Punches and  Dies for Forming","Drawing Dies (10 Shapes)",,,9,0,1,1,0,0.111111111111111
"bakelite","Industrial Materials","Non-Metal Materials","Resin Plates, Blocks (Engineered Plastics)","Material Plates, Blocks","Bakelite - Paper Base, Cloth Base -",9,7,1,1,0,0.111111111111111
"cams","Components/Peripheral Components","Cams",,,,9,2,3,2,0,0.222222222222222
"cams","Rotary Motion","Cam Followers, Roller Followers",,,,9,2,3,1,1,0.111111111111111
"chains","Conveyors & Material Handling","Conveyer Chains, Sprockets",,,,9,19,3,2,0,0.222222222222222
"chains","Rotary Power Transmission","Chains, Sprockets",,,,9,19,3,1,0,0.111111111111111
"compression springs","Springs, Shock Absorbers","Springs","Compression Springs",,,9,11,4,4,2,0.444444444444444
"e ring","Rotary Motion","Bearings with Housings",,,,9,0,5,1,0,0.111111111111111
"e ring","Rotary Motion","Bearing Nuts, Washers",,,,9,0,5,1,0,0.111111111111111
"e ring","Conveyors & Material Handling","Bearings with Resin",,,,9,0,5,1,0,0.111111111111111
"e ring","Pneumatics, Hydraulics","Cylinder Connecting Components","Rod End Bearings, Spherical Bearings",,,9,0,5,1,0,0.111111111111111
"e ring","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys",,,,9,0,5,1,0,0.111111111111111
"end cap","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Extrusion End Caps",,9,4,2,2,3,0.222222222222222
"extrusion bracket","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets",,,,9,15,4,4,0,0.444444444444444
"frame","Aluminum Extrusions, Pipe Frames",,,,,9,3,1,1,0,0.111111111111111
"l brackets","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts","Angle Brackets",,,9,1,4,1,1,0.111111111111111
"l brackets","Springs, Shock Absorbers","Springs","Constant Load Springs","Mounting Brackets for Constant Load Springs",,9,1,4,1,0,0.111111111111111
"l brackets","Sensors, Switches","Sensors","Photoelectric Sensors, Fiber Sensors","Brackets, Covers (for Photoelectric Sensors and Fiber Sensors)",,9,1,4,1,0,0.111111111111111
"l brackets","Casters, Leveling Mounts, Posts, Cover Panels","Mounting Plates, Brackets",,,,9,1,4,1,0,0.111111111111111
"nk","Doors, Cabinet Hardware","Levers, Handles, Knobs","Rotation Handles, Crank Handles",,,9,0,1,1,0,0.111111111111111
"pilot punches","Punches & Dies","Pilot Punches",,,,9,3,4,4,0,0.444444444444444
"pump","Pneumatics, Hydraulics","Vacuum Pumps, Vacuum Ejectors",,,,9,0,4,3,0,0.333333333333333
"pump","Pneumatics, Hydraulics","Hydraulic Devices, Hydraulic Pumps",,,,9,0,4,1,0,0.111111111111111
"resin washer","Linear Motion","Oil Free Bushings, Washers","Washers - Resin",,,9,15,2,2,1,0.222222222222222
"stand offs","Casters, Leveling Mounts, Posts, Cover Panels","Angle Plates, Gussets and Standoffs",,,,9,2,2,2,0,0.222222222222222
"stoppers","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Stopper Bolts",,,9,3,6,3,2,0.333333333333333
"stoppers","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Stopper",,,9,3,6,3,0,0.333333333333333
"strut clamps","Casters, Leveling Mounts, Posts, Cover Panels","Posts, Strut Clamps, Stands",,,,9,6,1,1,0,0.111111111111111
"tank","Pipe, Tubes, Hoses & Fittings","Tanks",,,,9,6,3,3,0,0.333333333333333
"tip","Springs, Shock Absorbers","Urethane, Rubber, Sponge, Felt","Urethane Cushions","Tapered Tip Type",,9,2,1,1,1,0.111111111111111
"v block","Industrial Materials","Metal Materials","Machined Plates, Machined Blocks","Concave Shaped Blocks",,9,2,4,3,0,0.333333333333333
"v block","Industrial Materials","Metal Materials","Machined Plates, Machined Blocks","Convex Shaped Blocks",,9,2,4,1,0,0.111111111111111
"xyz","Locating, Positioning, Jigs & Fixtures","Manual Stages","Manual Stages","XYZ-Axis",,9,5,1,1,1,0.111111111111111
"adjustable","Components/Peripheral Components","Locating Components for Automobile Dies","Skid Brackets","With Slide Adjustment Function",,8,2,3,1,1,0.125
"adjustable","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjustment Screws",,,8,2,3,1,0,0.125
"adjustable","Components for Molding","Adjustable Chuck Plates",,,,8,2,3,1,0,0.125
"adjuster","Locating, Positioning, Jigs & Fixtures","Simplified Adjustment Units",,,,8,5,4,1,0,0.125
"adjuster","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Adjusting Bolts",,,8,5,4,1,0,0.125
"adjuster","Springs, Shock Absorbers","Shock Absorbers, Gas Springs","Shock Absorbers","Adjustable",,8,5,4,1,0,0.125
"adjuster","Components for Molding","Adjustable Chuck Plates",,,,8,5,4,1,0,0.125
"arm","Casters, Leveling Mounts, Posts, Cover Panels","Posts, Strut Clamps, Stands","Free Guide Arms, Magnet Bases",,,8,2,4,4,1,0.5
"ball lock","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Ball Lock Pins, Slot Pins",,,8,0,6,3,3,0.375
"ball lock","Punches & Dies","Special Shaped Punches and Dies","Special Shaped Ball-Lock Punches",,,8,0,6,2,0,0.25
"ball lock","Punches & Dies","Ball-lock Punches, Dies and Retainers",,,,8,0,6,1,0,0.125
"ball lock pin","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Ball Lock Pins, Slot Pins",,,8,7,3,3,1,0.375
"balls","Antivibration, Soundproofing Materials, Safety Products","Wires, Chains, Metal Fittings, Small Work Pieces","Parts, Small Work Pieces","Bearing Balls",,8,0,6,5,1,0.625
"balls","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Ball Buttons",,,8,0,6,1,1,0.125
"cartridge heater","Heaters, Temperature Control","Heaters","Cartridge Heaters",,,8,2,4,3,1,0.375
"cartridge heater","Cooling or Heating  Components","Heating Items","Cartridge Heaters",,,8,2,4,1,0,0.125
"contact probe","Inspection","Contact Probes",,,,8,0,6,6,0,0.75
"cotter pin","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys","Hair Pins, Cotter Pins",,,8,3,6,7,4,0.875
"dog point","Adjusting, Fastening,  Magnets","Washers, Collars","Non-Metal Washers","Dog Point",,8,12,2,1,0,0.125
"dog point","Springs, Shock Absorbers","Urethane, Rubber, Sponge, Felt","Rubber Bumpers","Dog Point",,8,12,2,1,0,0.125
"drive shaft","Rotary Motion","Rotary Shafts, Drive Shafts",,,,8,4,2,2,0,0.25
"drive shafts","Rotary Motion","Rotary Shafts, Drive Shafts",,,,8,1,1,1,0,0.125
"ejector","Ejector Pins","Straight Ejector Pins",,,,8,1,4,2,0,0.25
"ejector","Ejector Pins","Free Flange-Position Ejector Pins",,,,8,1,4,1,0,0.125
"ejector","Sleeves, Center Pins","Stepped Ejector Sleeves",,,,8,1,4,1,0,0.125
"end caps","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Extrusion End Caps",,8,4,1,1,0,0.125
