"Q","cat_name_1","cat_name_2","cat_name_3","cat_name_4","cat_name_5","SERIES_CODE","total_search","sum_link","sum_linkCtg","LinkCtg","total_codefix_linkCtg"
"floating joint","Pneumatics, Hydraulics","Cylinder Connecting Components","Floating Joints",,,110302172470,68,96,11,1,1
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Aluminum Extrusions","HFS6 Series - Aluminum Extrusions 30, 50, 60, 100 Square",,,68,38,15,3,0
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - for 2 Slots",,110300442950,68,38,15,3,2
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Sheet Metal for HFS6 Series",,,68,38,15,3,0
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - for 2 Slots",,110300443040,68,38,15,2,1
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - for 2 Slots",,110300442250,68,38,15,2,1
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Aluminum Extrusions","HFS6 Series - Aluminum Extrusions 30, 50, 60, 100 Square",,110302369870,68,38,15,1,2
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Aluminum Extrusions","HFS6 Series - Aluminum Extrusions 30, 50, 60, 100 Square",,110302370050,68,38,15,1,1
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Aluminum Extrusions","HFS6 Series - Aluminum Extrusions 30, 50, 60, 100 Square",,110302369620,68,38,15,1,5
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Aluminum Extrusions","HFS6 Series - Aluminum Extrusions 30, 50, 60, 100 Square",,110302371270,68,38,15,1,1
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - Special Shape",,,68,38,15,1,0
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - for 3 Slots",,,68,38,15,1,0
"hfs6","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Brackets for Aluminum Extrusions","Brackets for HFS6 Series - for 1 Slot",,,68,38,15,1,0
"hinges","Doors, Cabinet Hardware","Handles, Hinges",,,,,68,0,36,18,0
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,,68,0,36,6,0
"hinges","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,,68,0,36,3,0
"hinges","Rotary Motion","Cantilever Pins, Hinge Pins",,,,,68,0,36,3,0
"hinges","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110300478650,68,0,36,2,2
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,110302012170,68,0,36,1,1
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,110300362720,68,0,36,1,1
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,110302459740,68,0,36,1,1
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,110302012350,68,0,36,1,1
"hinges","Pneumatics, Hydraulics","Cylinder Connecting Components","Hinge Bases",,,110300374620,68,0,36,1,1
"hinges","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110300479440,68,0,36,1,1
"hinges","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110302025920,68,0,36,1,1
"hinges","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110300479170,68,0,36,1,1
"hinges","Punches & Dies","Pilot Punches","Pilot Ejector Bushings",,,,68,0,36,1,0
"handles","Doors, Cabinet Hardware","Handles, Hinges",,,,,66,26,42,23,0
"handles","Doors, Cabinet Hardware","Levers, Handles, Knobs",,,,,66,26,42,8,0
"handles","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,,66,26,42,7,0
"handles","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110302025920,66,26,42,2,3
"handles","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110302287720,66,26,42,1,1
"handles","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110302025650,66,26,42,1,1
"handles","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Handles, Hinges, Door Parts for Aluminum Extrusions",,,110302268030,66,26,42,1,1
"handles","Conveyors & Material Handling",,,,,,66,26,42,1,0
"handles","Locating, Positioning, Jigs & Fixtures","Clamp","Toggle Clamps","Long Handle",,,66,26,42,1,0
"box","Punches & Dies","Punches","Components for Punches","Spare Punch Boxes",,,64,15,3,1,0
"box","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)",,,,64,15,3,1,0
"box","Components/Peripheral Components","Conveyance Components for Automobile Dies","Junction Boxes With Terminal Blocks",,,,64,15,3,1,0
"ball","Antivibration, Soundproofing Materials, Safety Products","Wires, Chains, Metal Fittings, Small Work Pieces","Parts, Small Work Pieces","Bearing Balls",,,62,1,13,6,0
"ball","Antivibration, Soundproofing Materials, Safety Products","Wires, Chains, Metal Fittings, Small Work Pieces","Parts, Small Work Pieces","Bearing Balls",,110300262010,62,1,13,3,3
"ball","Conveyors & Material Handling","Ball Rollers",,,,110302279320,62,1,13,1,1
"ball","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110302018220,62,1,13,1,1
"ball","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Ball Lock Pins, Slot Pins",,,,62,1,13,1,0
"ball","Guide Components","Holder Guide Post Sets","Ball Guide Post Sets",,,,62,1,13,1,0
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,,60,56,14,10,0
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300428950,60,56,14,2,3
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300429470,60,56,14,1,1
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300429040,60,56,14,1,1
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300428520,60,56,14,1,1
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300428610,60,56,14,1,7
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300428340,60,56,14,1,3
"spur gear","Rotary Power Transmission","Gears","Spur Gears, Helical Gears",,,110300428430,60,56,14,1,4
"rod end","Pneumatics, Hydraulics","Cylinder Connecting Components","Rod End Bearings, Spherical Bearings",,,,59,27,20,10,0
"rod end","Pneumatics, Hydraulics","Cylinder Connecting Components","Rod End Bearings, Spherical Bearings",,,110300371730,59,27,20,8,10
"rod end","Pneumatics, Hydraulics","Cylinder Connecting Components","Rod End Bearings, Spherical Bearings",,,110300372250,59,27,20,2,3
"stand off","Casters, Leveling Mounts, Posts, Cover Panels","Angle Plates, Gussets and Standoffs",,,,,59,1,7,7,0
"urethane","Springs, Shock Absorbers","Urethane, Rubber, Sponge, Felt",,,,,59,32,18,8,0
"urethane","Components/Peripheral Components","Components for Lifting and Die Storing","Casting Die Storing Components","Urethane Absorbers, Urethane Pads",,,59,32,18,4,0
"urethane","Springs","Urethane Springs",,,,,59,32,18,2,0
"urethane","Conveyors & Material Handling","Bearings with Resin","Urethane Molded Bearings",,,,59,32,18,2,0
"urethane","Springs","Urethane Springs",,,,110100188310,59,32,18,1,1
"urethane","Conveyors & Material Handling","Bearings with Resin","Urethane Molded Bearings",,,110300423960,59,32,18,1,4
"caster","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts",,,,,58,37,21,10,0
"caster","Aluminum Extrusions, Pipe Frames","Pipe Frames","Accessories for Pipe Frames","Casters, Leveling Mounts",,,58,37,21,5,0
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,,58,37,21,3,0
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110300477340,58,37,21,2,4
"caster","Aluminum Extrusions, Pipe Frames","Pipe Frames","Accessories for Pipe Frames","Casters, Leveling Mounts",,110302467960,58,37,21,1,1
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110300603610,58,37,21,1,2
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110302055660,58,37,21,1,4
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110300476210,58,37,21,1,2
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110302287450,58,37,21,1,1
"caster","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Casters for Aluminum Extrusions",,,110300476460,58,37,21,1,1
"ball plunger","Components/Peripheral Components","Components for Guide Lifters","Plungers","Ball Plungers",,110100150850,57,49,11,4,4
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,,57,49,11,3,0
"ball plunger","Components/Peripheral Components","Components for Guide Lifters","Plungers","Ball Plungers",,,57,49,11,2,0
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110302394550,57,49,11,1,1
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110300145540,57,49,11,1,2
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110302244230,57,49,11,1,1
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110300145020,57,49,11,1,1
"ball plunger","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Plungers","Ball Plungers, Roller Plungers",,110300146240,57,49,11,1,1
"linear","Linear Motion","Linear Guides",,,,,57,3,27,7,0
"linear","Linear Motion","Linear Bushings",,,,,57,3,27,4,0
"linear","Linear Motion","Cross Roller","Linear Ball Slides",,,,57,3,27,4,0
"linear","Linear Motion","Linear Motion Units",,,,,57,3,27,4,0
"linear","Linear Motion",,,,,,57,3,27,2,0
"linear","Linear Motion","Linear Shafts",,,,,57,3,27,1,0
"linear","Linear Motion","Linear Bushings",,,,110302150430,57,3,27,1,1
"linear","Linear Motion","Cross Roller","Linear Ball Slides",,,110300065830,57,3,27,1,1
"linear","Linear Motion","Linear Guides",,,,110300041670,57,3,27,1,2
"linear","Linear Motion","Linear Guides",,,,110300041510,57,3,27,1,5
"linear","Linear Motion","Slide Packs, V Guides, Linear Rails",,,,,57,3,27,1,0
"linear","Linear Motion","Other Linear Motion Related Components",,,,,57,3,27,1,0
"conveyor","Aluminum Extrusions, Pipe Frames","Pipe Frames","Accessories for Pipe Frames","Conveyor Components",,,56,20,36,15,0
"conveyor","Conveyors & Material Handling",,,,,,56,20,36,9,0
"conveyor","Conveyors & Material Handling","Conveyors",,,,,56,20,36,5,0
"conveyor","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Sliders, Conveyors",,,56,20,36,4,0
"conveyor","Aluminum Extrusions, Pipe Frames","Pipe Frames","Accessories for Pipe Frames","Conveyor Components",,110302270470,56,20,36,3,4
"extrusions","Aluminum Extrusions, Pipe Frames",,,,,,56,38,27,14,0
"extrusions","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions",,,,,56,38,27,7,0
"extrusions","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets",,,,,56,38,27,4,0
"extrusions","Aluminum Extrusions, Pipe Frames","Extrusion Kits and Mesh Fences",,,,,56,38,27,2,0
"sleeve","Mold Opening Controllers","Parting Lock Sets","Resin Sleeve Type",,,,56,7,13,4,0
"sleeve","Core Pins","For Boss, Round Shank, Inlay Core Pins","Straight Core Sleeves",,,110200043240,56,7,13,2,10
"sleeve","Sleeves, Center Pins",,,,,,56,7,13,2,0
"sleeve","Core Pins","For Boss, Round Shank, Inlay Core Pins","Straight Core Sleeves",,,,56,7,13,1,0
"sleeve","Sleeves, Center Pins","Straight Ejector Sleeves",,,,,56,7,13,1,0
"sleeve","Sleeves, Center Pins","Straight Ejector Sleeves",,,,110200182630,56,7,13,1,2
"sleeve","Sleeves, Center Pins","Stepped Ejector Sleeves",,,,,56,7,13,1,0
"sleeve","Components of Large Mold, Die Casting","Die Casting","Ejector Sleeves For Die Cast",,,,56,7,13,1,0
"ball screw","Linear Motion","Ball Screw",,,,,55,46,16,14,0
"ball screw","Linear Motion","Ball Screw",,,,110301961520,55,46,16,1,1
"ball screw","Linear Motion","Ball Screw",,,,110300079040,55,46,16,1,1
"ball screw","Linear Motion","Ball Screw",,,,110300077910,55,46,16,1,1
"shock absorber","Springs, Shock Absorbers","Shock Absorbers, Gas Springs",,,,,55,49,18,12,0
"shock absorber","Springs, Shock Absorbers",,,,,,55,49,18,6,0
"nuts","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts",,,,,54,23,31,15,0
"nuts","Aluminum Extrusions, Pipe Frames","Alunminum Extrusion and Brackets","Nuts, Bolts for Aluminum Extrusions",,,,54,23,31,11,0
"nuts","Rotary Motion","Bearing Nuts, Washers",,,,,54,23,31,4,0
"nuts","Linear Motion","Lead Screws, Slide Screws","Lead Screws, Nuts",,,,54,23,31,1,0
"clamps","Locating, Positioning, Jigs & Fixtures","Clamp",,,,,53,3,37,15,0
"clamps","Casters, Leveling Mounts, Posts, Cover Panels","Posts, Strut Clamps, Stands",,,,,53,3,37,5,0
"clamps","Pipe, Tubes, Hoses & Fittings","Resins, Ducts, Flexible Hoses","Hose Clamps",,,,53,3,37,4,0
"clamps","Locating, Positioning, Jigs & Fixtures","Manual Stages","Manual Stage - Peripheral Components","Rods, Stands, Cross Clamps",,,53,3,37,3,0
"clamps","Guide Components","Stripper Guide Pins and Bushings","Components For Stripper Guide Pins & Bushings","Clamps For Stripper Guide Pins",,110100152950,53,3,37,3,3
"clamps","Locating, Positioning, Jigs & Fixtures","Manual Stages","Manual Stage - Peripheral Components","Rods, Stands, Cross Clamps",,110300203210,53,3,37,2,2
"clamps","Pneumatics, Hydraulics","Cylinders, Rotary Actuators","Clamp Cylinders",,,,53,3,37,2,0
"clamps","Locating, Positioning, Jigs & Fixtures","Manual Stages","Manual Stage - Peripheral Components","Rods, Stands, Cross Clamps",,110300203030,53,3,37,1,1
"clamps","Pipe, Tubes, Hoses & Fittings","Resins, Ducts, Flexible Hoses","Hose Clamps",,,110300303650,53,3,37,1,1
"clamps","Doors, Cabinet Hardware","Levers, Handles, Knobs","Lever","Clamp Levers",,,53,3,37,1,0
"clamps","Locating, Positioning, Jigs & Fixtures","Other Locating Related Components","Clamping Screws",,,,53,3,37,1,0
"ring","Rotary Motion","Other Bearing Related Components",,,,,53,3,6,3,0
"ring","Conveyors & Material Handling","Bearings with Resin",,,,,53,3,6,2,0
"ring","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys",,,,,53,3,6,1,0
"cable","Locating, Positioning, Jigs & Fixtures","Motorized Stages","Motorized Stage Peripheral Devices","Cable",,,52,8,14,12,0
"cable","Locating, Positioning, Jigs & Fixtures","Motorized Stages","Motorized Stage Peripheral Devices","Cable",,110300204070,52,8,14,1,1
"cable","Linear Motion","Cable Carriers",,,,,52,8,14,1,0
"spring pin","Adjusting, Fastening,  Magnets","Retaining Rings, Pins, Machine Keys","Dowel Pins, Spring Pins, Stepped Dowel Pins",,,,51,10,23,20,0
"spring pin","Accessories, Others","Spring Guide Pins",,,,,51,10,23,3,0
"cable carrier","Linear Motion","Cable Carriers",,,,,50,15,4,4,0
"shoulder","Adjusting, Fastening,  Magnets","Washers, Collars","Metal Collars","Shouldered",,,50,10,3,2,0
"shoulder","Adjusting, Fastening,  Magnets","Washers, Collars","Metal Washers","Shouldered",,110300232860,50,10,3,1,1
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300239070,50,1,49,10,11
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300239250,50,1,49,10,22
"socket head cap screw","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,110100141750,50,1,49,8,7
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,,50,1,49,7,0
"socket head cap screw","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,,50,1,49,4,0
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300242320,50,1,49,3,2
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300239950,50,1,49,2,1
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300240130,50,1,49,2,3
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300239610,50,1,49,2,1
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Hex Socket Head Cap Screws",,,50,1,49,2,0
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Washers, Nuts (Box)","Springs, Hex Socket Head Cap Screws with Captured Flat Washers",,,50,1,49,1,0
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Button Head Cap Screws",,,50,1,49,1,0
"socket head cap screw","Components/Peripheral Components","Components","Hexagon Socket Head Cap Screws",,,110100141840,50,1,49,1,1
"socket head cap screw","Adjusting, Fastening,  Magnets","Screws, Washers, Nuts","Screws, Bolts","Hex Socket Head Cap Screws",,110300242930,50,1,49,1,1
"rubber","Springs, Shock Absorbers","Urethane, Rubber, Sponge, Felt",,,,,49,11,37,17,0
"rubber","Antivibration, Soundproofing Materials, Safety Products","Sound Proofing, Antivibration","Antivibration Materials","Antivibration Rubbers",,,49,11,37,5,0
"rubber","Antivibration, Soundproofing Materials, Safety Products","Antistatic, Air Conditioning","Antistatic Materials","Conductive Rubber, Sponge Related",,,49,11,37,3,0
"rubber","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts","Leveling Mounts, Rubber Feet, Antivibration Equipments",,,,49,11,37,2,0
"rubber","Antivibration, Soundproofing Materials, Safety Products","Antistatic, Air Conditioning","Antistatic Materials","Conductive Rubber, Sponge Related",,110300284660,49,11,37,2,3
"rubber","Heaters, Temperature Control","Heaters","Rubber Heaters",,,,49,11,37,2,0
"rubber","Casters, Leveling Mounts, Posts, Cover Panels","Casters, Leveling Mounts","Wheels","Rubber",,,49,11,37,2,0
"rubber","Leader Components, Components for Ejector Space","Leader Components","Guide For Rubber Type",,,,49,11,37,2,0
"rubber","Antivibration, Soundproofing Materials, Safety Products","Antistatic, Air Conditioning","Antistatic Materials","Conductive Rubber, Sponge Related",,110302395520,49,11,37,1,1
"rubber","Antivibration, Soundproofing Materials, Safety Products","Antistatic, Air Conditioning","Antistatic Materials","Conductive Rubber, Sponge Related",,110300285270,49,11,37,1,2
"rubber","Adjusting, Fastening,  Magnets","Magnets","Magnet Material","Rubber Magnets",,,49,11,37,1,0
"shims","Adjusting, Fastening,  Magnets","Shims",,,,,49,10,34,17,0
"shims","Components/Peripheral Components","Components","Spacers, Shims",,,,49,10,34,8,0
"shims","Components/Peripheral Components","Components for Automobile Dies","Die Clamping And Adjustment Components","Shims For Distance Plates",,,49,10,34,4,0
"shims","Components/Peripheral Components","Components","Spacers, Shims",,,110100142970,49,10,34,1,2
"shims","Components/Peripheral Components","Components","Spacers, Shims",,,110100142540,49,10,34,1,1
"shims","Components/Peripheral Components","Components","Spacers, Shims",,,110100143060,49,10,34,1,1
"shims","Punches & Dies","Punches","Components for Punches","Punch Spacers And Shims",,110100101330,49,10,34,1,1
"shims","Punches & Dies","Punches","Components for Punches","Punch Spacers And Shims",,,49,10,34,1,0
"shims","Components/Peripheral Components","Inspection Jig Components","Shim Plates For Inspection Jigs",,,,49,10,34,1,0
"slide","Linear Motion","Slide Packs, V Guides, Linear Rails",,,,,49,17,20,5,0
"slide","Linear Motion","Cross Roller","Linear Ball Slides",,,,49,17,20,4,0
"slide","Pneumatics, Hydraulics","Cylinders, Rotary Actuators","Pneumatic Slide Cylinders",,,,49,17,20,2,0
"slide","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,110300068810,49,17,20,1,1
"slide","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,110300068720,49,17,20,1,1
"slide","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,110300072470,49,17,20,1,1
"slide","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,,49,17,20,1,0
"slide","Doors, Cabinet Hardware","Telescopic Slide Rails",,,,110300068270,49,17,20,1,1
"slide","Doors, Cabinet Hardware","Latch Handles, Locks, Keys","Barrel Slide Bolt Latches, Slide Bar Latches, Inside Locks",,,,49,17,20,1,0
"slide","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Sliders, Conveyors",,110302264350,49,17,20,1,1
"slide","Aluminum Extrusions, Pipe Frames","Accessories for Aluminum Extrusions","Other Accessories for Aluminum Extrusions","Sliders, Conveyors",,110302264440,49,17,20,1,1
"slide","Components/Peripheral Components","Locating Components for Automobile Dies","Skid Brackets","With Slide Adjustment Function",,,49,17,20,1,0
"slide","Linear Motion","Oil Free Plates, Guide Rails","Oil Free Slide Plates",,,,49,17,20,1,0
"slide","Linear Motion","Lead Screws, Slide Screws",,,,,49,17,20,1,0
"sprocket","Rotary Power Transmission","Chains, Sprockets",,,,,49,25,19,16,0
"sprocket","Conveyors & Material Handling","Plastic Chains","Sprockets for Plastic Chains",,,,49,25,19,2,0
"sprocket","Conveyors & Material Handling","Conveyer Chains, Sprockets",,,,,49,25,19,1,0
"knobs","Doors, Cabinet Hardware","Levers, Handles, Knobs",,,,,48,46,9,7,0
"knobs","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Indexing Plungers","Knob Type",,,48,46,9,1,0
"knobs","Locating, Positioning, Jigs & Fixtures","Plungers, Index Plungers","Indexing Plungers","Knobless Type",,,48,46,9,1,0
"coupler","Pipe, Tubes, Hoses & Fittings","Couplers, One-Touch Joints",,,,,47,0,2,2,0
"linear bushing","Linear Motion","Linear Bushings",,,,,47,33,3,2,0
"linear bushing","Linear Motion","Linear Bushings",,,,110300026450,47,33,3,1,1
"angle plate","Casters, Leveling Mounts, Posts, Cover Panels","Angle Plates, Gussets and Standoffs",,,,,46,26,27,27,0
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273450,46,11,28,7,8
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302272840,46,11,28,5,7
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,,46,11,28,4,0
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300107830,46,11,28,4,6
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273360,46,11,28,3,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273540,46,11,28,3,3
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300117110,46,11,28,2,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300107740,46,11,28,2,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302400060,46,11,28,2,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300107650,46,11,28,2,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273270,46,11,28,2,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302272750,46,11,28,2,2
"ball bearing","Antivibration, Soundproofing Materials, Safety Products","Wires, Chains, Metal Fittings, Small Work Pieces","Parts, Small Work Pieces","Bearing Balls",,110300262010,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300589070,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302024610,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302399970,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300107560,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300117720,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273630,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273020,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300115350,46,11,28,1,2
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110300115440,46,11,28,1,1
"ball bearing","Rotary Motion","Bearings","Ball Bearings",,,110302273970,46,11,28,1,1
"sh","Linear Motion","Linear Shafts",,,,,46,4,1,1,0
"belt","Rotary Power Transmission","Timing Belts, Pulleys",,,,,43,5,32,19,0
"belt","Rotary Power Transmission","Round Belts, Pulleys",,,,,43,5,32,5,0
"belt","Conveyors & Material Handling","Flat Belts, Pulleys",,,,,43,5,32,5,0
"belt","Linear Motion","Actuators","Belt Actuators/Drives and Accessories",,,,43,5,32,2,0
"belt","Conveyors & Material Handling","Conveyer Timing Belts",,,,110300555470,43,5,32,1,2
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,,43,10,27,14,0
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300126210,43,10,27,4,4
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300125940,43,10,27,3,4
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300120520,43,10,27,2,4
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300125510,43,10,27,2,2
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300120160,43,10,27,1,1
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300120340,43,10,27,1,1
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300119730,43,10,27,1,1
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300123930,43,10,27,1,1
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300125670,43,10,27,1,2
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300125150,43,10,27,1,2
"shaft coupling","Rotary Power Transmission","Shaft Couplings",,,,110300126550,43,10,27,1,2
